Entry	Reviewed	Length	Organism (ID)	PDB	Superkingdom	Phylum
A0A9E6A494	unreviewed	222	1968823		Bacteria	Pseudomonadota
A0A9E6A7I4	unreviewed	337	1899355		Bacteria	Pseudomonadota
A0A9E6A9W9	unreviewed	341	1899355		Bacteria	Pseudomonadota
A0A9E6AEH7	unreviewed	333	2003366		Bacteria	Pseudomonadota
A0A9E6AVW7	unreviewed	333	1909294		Bacteria	Pseudomonadota
A0A9E6BLC8	unreviewed	249	1913988		Bacteria	Pseudomonadota
A0A9E6BNC4	unreviewed	239	1913988		Bacteria	Pseudomonadota
A0A9E6CEP9	unreviewed	315	2052139		Bacteria	
A0A9E6CI13	unreviewed	340	2052139		Bacteria	
A0A9E6DEQ2	unreviewed	257	2003366		Bacteria	Pseudomonadota
A0A9E6DJ52	unreviewed	338	1899355		Bacteria	Pseudomonadota
A0A9E6E846	unreviewed	333	678		Bacteria	Pseudomonadota
A0A9E6NJM5	unreviewed	330	2745510		Bacteria	Pseudomonadota
A0A9E6NRB0	unreviewed	331	2745510		Bacteria	Pseudomonadota
A0A9E6NV79	unreviewed	331	2745504		Bacteria	Pseudomonadota
A0A9E6NVT7	unreviewed	329	2745510		Bacteria	Pseudomonadota
A0A9E6P2K7	unreviewed	339	2745504		Bacteria	Pseudomonadota
A0A9E6PNI8	unreviewed	331	2745495		Bacteria	Pseudomonadota
A0A9E6PS90	unreviewed	344	2745495		Bacteria	Pseudomonadota
A0A9E6PVW9	unreviewed	331	2745490		Bacteria	Pseudomonadota
A0A9E6T9K9	unreviewed	339	2745510		Bacteria	Pseudomonadota
A0A9E6TJN1	unreviewed	329	2745504		Bacteria	Pseudomonadota
A0A9E6TTR0	unreviewed	340	2745495		Bacteria	Pseudomonadota
A0A9E6TVK4	unreviewed	340	2745490		Bacteria	Pseudomonadota
A0A9E6VG22	unreviewed	349	1871066		Bacteria	Pseudomonadota
A0A9E6W855	unreviewed	338	1898104		Bacteria	Bacteroidota
A0A9E6WEM0	unreviewed	341	1904441		Bacteria	Pseudomonadota
A0A9E6ZQN5	unreviewed	340	2926907		Bacteria	Bacteroidota
A0A9E6ZVY1	unreviewed	339	2926907		Bacteria	Bacteroidota
A0A9E7A2U1	unreviewed	337	2926907		Bacteria	Bacteroidota
A0A9E7AG89	unreviewed	277	1382		Bacteria	Actinomycetota
A0A9E7AGY5	unreviewed	334	55565		Bacteria	Actinomycetota
A0A9E7AJT4	unreviewed	330	2035813		Bacteria	Bacteroidota
A0A9E7ARW9	unreviewed	332	1871066		Bacteria	Pseudomonadota
A0A9E7J636	unreviewed	331	2946100		Viruses	Uroviricota
A0A9E7YNN8	unreviewed	182	2922859		Bacteria	Actinomycetota
A0A9E7Z072	unreviewed	360	2880988		Bacteria	Pseudomonadota
A0A9E8C5G9	unreviewed	347	2922859		Bacteria	Actinomycetota
A0A9E8D697	unreviewed	338	2992143		Bacteria	Pseudomonadota
A0A9E8D780	unreviewed	331	2992143		Bacteria	Pseudomonadota
A0A9E8D818	unreviewed	338	2992143		Bacteria	Pseudomonadota
A0A9E8FCH9	unreviewed	255	2991050		Bacteria	Bacteroidota
A0A9E8IER9	unreviewed	325	2992143		Bacteria	Pseudomonadota
A0A9E8LLN9	unreviewed	331	1841651		Bacteria	Pseudomonadota
A0A9E8LTD3	unreviewed	322	2980026		Bacteria	Bacillota
A0A9E8NBH1	unreviewed	339	2910158		Bacteria	Bacteroidota
A0A9E8NBY4	unreviewed	345	2910158		Bacteria	Bacteroidota
A0A9E8NEN4	unreviewed	344	2910158		Bacteria	Bacteroidota
A0A9E8NFV5	unreviewed	344	2910158		Bacteria	Bacteroidota
A0A9E8NFW2	unreviewed	333	2910158		Bacteria	Bacteroidota
A0A9E8QUF9	unreviewed	322	2994664		Bacteria	Actinomycetota
A0A9E8RSB6	unreviewed	341	1841651		Bacteria	Pseudomonadota
A0A9E8RYU5	unreviewed	322	2980027		Bacteria	Bacillota
A0A9E8SE67	unreviewed	335	2980107		Bacteria	Bacteroidota
A0A9E8TME4	unreviewed	332	2994664		Bacteria	Actinomycetota
A0A9J6PLU2	unreviewed	331	2978220		Bacteria	Pseudomonadota
A0A9J6PPB0	unreviewed	331	2978220		Bacteria	Pseudomonadota
A0A9J6PPC1	unreviewed	336	2978220		Bacteria	Pseudomonadota
A0A9J6PR32	unreviewed	339	2978220		Bacteria	Pseudomonadota
A0A9J6PSJ6	unreviewed	337	2978220		Bacteria	Pseudomonadota
A0A9J6PWE6	unreviewed	330	2926469		Bacteria	Pseudomonadota
A0A9J6PZG6	unreviewed	294	2978220		Bacteria	Pseudomonadota
A0A9J6PZX5	unreviewed	331	2926469		Bacteria	Pseudomonadota
A0A9J6Q0M3	unreviewed	343	2978220		Bacteria	Pseudomonadota
A0A9J6Q0V2	unreviewed	338	2926469		Bacteria	Pseudomonadota
A0A9J6Q1Y7	unreviewed	340	2978220		Bacteria	Pseudomonadota
A0A9J6Q329	unreviewed	331	2926469		Bacteria	Pseudomonadota
A0A9J6Q5I1	unreviewed	334	2926469		Bacteria	Pseudomonadota
A0A9J6Q7A7	unreviewed	338	2926470		Bacteria	Pseudomonadota
A0A9J6Q984	unreviewed	338	2926469		Bacteria	Pseudomonadota
A0A9J6Q9Q3	unreviewed	342	2926469		Bacteria	Pseudomonadota
A0A9J6QA94	unreviewed	331	2926470		Bacteria	Pseudomonadota
A0A9J6QBN9	unreviewed	334	2926470		Bacteria	Pseudomonadota
A0A9J6QBS2	unreviewed	336	2926469		Bacteria	Pseudomonadota
A0A9J6QC09	unreviewed	330	2926470		Bacteria	Pseudomonadota
A0A9J6QCL7	unreviewed	331	2926470		Bacteria	Pseudomonadota
A0A9J6QE72	unreviewed	338	2926470		Bacteria	Pseudomonadota
A0A9J6QJI6	unreviewed	331	2926470		Bacteria	Pseudomonadota
A0A9J6QM57	unreviewed	342	2926470		Bacteria	Pseudomonadota
A0A9J6QZ09	unreviewed	341	2839743		Bacteria	Bacillota
A0A9J6R087	unreviewed	343	1870825		Bacteria	Bacillota
A0A9J6RQ82	unreviewed	354	2950436		Bacteria	Pseudomonadota
A0A9J9GE74	unreviewed	334	399742		Bacteria	Pseudomonadota
A0A9J9GJN0	unreviewed	331	399742		Bacteria	Pseudomonadota
A0A9J9GJQ4	unreviewed	331	399742		Bacteria	Pseudomonadota
A0A9J9KWX7	unreviewed	338	399742		Bacteria	Pseudomonadota
A0A9J9KXA8	unreviewed	342	399742		Bacteria	Pseudomonadota
A0A9J9KY46	unreviewed	338	399742		Bacteria	Pseudomonadota
A0A9J9KYF3	unreviewed	338	399742		Bacteria	Pseudomonadota
A0A9K3T7T4	unreviewed	256	2690269		Bacteria	Actinomycetota
A0A9N7AV40	unreviewed	335	1229756		Bacteria	Bacillota
A0A9N7B8E4	unreviewed	320	1229756		Bacteria	Bacillota
A0A9N7CPN6	unreviewed	317	1296		Bacteria	Bacillota
A0A9N7DW34	unreviewed	331	126385		Bacteria	Pseudomonadota
A0A9N7E1I1	unreviewed	347	126385		Bacteria	Pseudomonadota
A0A9N7EJ22	unreviewed	332	1589		Bacteria	Bacillota
A0A9N7ELB6	unreviewed	342	985043		Bacteria	Bacteroidota
A0A9N7G483	unreviewed	327	1229756		Bacteria	Bacillota
A0A9N7GTZ2	unreviewed	354	1719		Bacteria	Actinomycetota
A0A9N7H7R2	unreviewed	325	1296		Bacteria	Bacillota
A0A9N7H8J5	unreviewed	323	1296		Bacteria	Bacillota
A0A9N7J140	unreviewed	312	1599		Bacteria	Bacillota
A0A9N7J561	unreviewed	356	305		Bacteria	Pseudomonadota
A0A9N7JKN2	unreviewed	316	1504		Bacteria	Bacillota
A0A9N7LCY6	unreviewed	336	158836		Bacteria	Pseudomonadota
A0A9N7LFE3	unreviewed	338	158836		Bacteria	Pseudomonadota
A0A9N7LM04	unreviewed	336	158836		Bacteria	Pseudomonadota
A0A9N7PIF1	unreviewed	348	1504		Bacteria	Bacillota
A0A9N7PJ57	unreviewed	332	1504		Bacteria	Bacillota
A0A9N7QJL2	unreviewed	342	158836		Bacteria	Pseudomonadota
A0A9N7QYD0	unreviewed	285	1352		Bacteria	Bacillota
A0A9N8CRC7	unreviewed	365	67827		Bacteria	Pseudomonadota
A0A9N8CUW2	unreviewed	342	67827		Bacteria	Pseudomonadota
A0A9N8D345	unreviewed	349	587		Bacteria	Pseudomonadota
A0A9N8D9Q5	unreviewed	331	587		Bacteria	Pseudomonadota
A0A9N8F0F0	unreviewed	1332	568900		Eukaryota	Bacillariophyta
A0A9N8GYK8	unreviewed	343	587		Bacteria	Pseudomonadota
A0A9N8GYU6	unreviewed	333	587		Bacteria	Pseudomonadota
A0A9N8J051	unreviewed	341	2654843		Bacteria	Bacteroidota
A0A9N8J0F1	unreviewed	342	2654843		Bacteria	Bacteroidota
A0A9N8N612	unreviewed	356	2793075		Bacteria	Pseudomonadota
A0A9N8NB40	unreviewed	429	2793075		Bacteria	Pseudomonadota
A0A9N8QQ12	unreviewed	342	2675056		Bacteria	Bacteroidota
A0A9N8RWM3	unreviewed	353	2777537		Bacteria	Pseudomonadota
A0A9N9M1Z7	unreviewed	347	126385		Bacteria	Pseudomonadota
A0A9N9M3I9	unreviewed	334	126385		Bacteria	Pseudomonadota
A0A9N9M641	unreviewed	331	126385		Bacteria	Pseudomonadota
A0A9N9M8S3	unreviewed	336	126385		Bacteria	Pseudomonadota
A0A9N9ZYJ7	unreviewed	271	2045214		Bacteria	Pseudomonadota
A0A9P0TYA5	unreviewed	332	571		Bacteria	Pseudomonadota
A0A9P0TYE6	unreviewed	342	571		Bacteria	Pseudomonadota
A0A9P0UEK0	unreviewed	334	571		Bacteria	Pseudomonadota
A0A9P0V995	unreviewed	334	244366		Bacteria	Pseudomonadota
A0A9P0VB14	unreviewed	338	244366		Bacteria	Pseudomonadota
A0A9P0XQD0	unreviewed	331	571		Bacteria	Pseudomonadota
A0A9P0XRA0	unreviewed	330	571		Bacteria	Pseudomonadota
A0A9P0Y9A6	unreviewed	331	244366		Bacteria	Pseudomonadota
A0A9P1JLS9	unreviewed	126	692420		Bacteria	Bacillota
A0A9P1KLK6	unreviewed	331	1667327		Bacteria	Pseudomonadota
A0A9P1KPV3	unreviewed	340	1667327		Bacteria	Pseudomonadota
A0A9P1KTM1	unreviewed	331	1667327		Bacteria	Pseudomonadota
A0A9P1KUQ5	unreviewed	338	1667327		Bacteria	Pseudomonadota
A0A9P1KVB9	unreviewed	276	1667327		Bacteria	Pseudomonadota
A0A9P1KWI2	unreviewed	331	1667327		Bacteria	Pseudomonadota
A0A9P1NK63	unreviewed	181	692420		Bacteria	Bacillota
A0A9P1P2A9	unreviewed	334	1667327		Bacteria	Pseudomonadota
A0A9P1PR95	unreviewed	330	630		Bacteria	Pseudomonadota
A0A9P1PTD7	unreviewed	315	630		Bacteria	Pseudomonadota
A0A9P1PXJ3	unreviewed	343	630		Bacteria	Pseudomonadota
A0A9P1Q5M0	unreviewed	328	1313		Bacteria	Bacillota
A0A9P1SR65	unreviewed	336	1639		Bacteria	Bacillota
A0A9P1V108	unreviewed	331	630		Bacteria	Pseudomonadota
A0A9P1V163	unreviewed	339	630		Bacteria	Pseudomonadota
A0A9P1YHA9	unreviewed	318	1906951		Bacteria	Bacillota
A0A9P1YL60	unreviewed	318	1906951		Bacteria	Bacillota
A0A9P1YTJ9	unreviewed	318	1639		Bacteria	Bacillota
A0A9P2BG61	unreviewed	309	339854		Bacteria	Bacillota
A0A9P2DDA4	unreviewed	323	527026		Bacteria	Bacillota
A0A9P2DNK0	unreviewed	336	1906951		Bacteria	Bacillota
A0A9P2DR24	unreviewed	336	1906951		Bacteria	Bacillota
A0A9P2F1J2	unreviewed	323	339854		Bacteria	Bacillota
A0A9P2F617	unreviewed	361	339854		Bacteria	Bacillota
A0A9P2F642	unreviewed	325	339854		Bacteria	Bacillota
A0A9P2G447	unreviewed	332	527026		Bacteria	Bacillota
A0A9P2G4Y6	unreviewed	325	527026		Bacteria	Bacillota
A0A9P2GGH8	unreviewed	342	1045010		Bacteria	Pseudomonadota
A0A9P2GIN7	unreviewed	342	1045010		Bacteria	Pseudomonadota
A0A9P2GKK3	unreviewed	331	1045010		Bacteria	Pseudomonadota
A0A9P2I8M9	unreviewed	334	1010796		Bacteria	Pseudomonadota
A0A9P2I9I2	unreviewed	342	1010796		Bacteria	Pseudomonadota
A0A9P2IJ54	unreviewed	342	624		Bacteria	Pseudomonadota
A0A9P2IJY0	unreviewed	352	624		Bacteria	Pseudomonadota
A0A9P2ITN5	unreviewed	331	623		Bacteria	Pseudomonadota
A0A9P2JC55	unreviewed	332	622		Bacteria	Pseudomonadota
A0A9P2JI50	unreviewed	298	622		Bacteria	Pseudomonadota
A0A9P2JPB4	unreviewed	331	622		Bacteria	Pseudomonadota
A0A9P2JR78	unreviewed	336	622		Bacteria	Pseudomonadota
A0A9P2KN87	unreviewed	323	1352		Bacteria	Bacillota
A0A9P2LSJ3	unreviewed	332	1045010		Bacteria	Pseudomonadota
A0A9P2LUE9	unreviewed	352	1045010		Bacteria	Pseudomonadota
A0A9P2MK63	unreviewed	332	1010796		Bacteria	Pseudomonadota
A0A9P2MLE0	unreviewed	342	1010796		Bacteria	Pseudomonadota
A0A9P2MNA9	unreviewed	331	1010796		Bacteria	Pseudomonadota
A0A9P2MNJ6	unreviewed	331	1010796		Bacteria	Pseudomonadota
A0A9P2N5G6	unreviewed	316	622		Bacteria	Pseudomonadota
A0A9P2NAN6	unreviewed	92	622		Bacteria	Pseudomonadota
A0A9P2NCE3	unreviewed	332	622		Bacteria	Pseudomonadota
A0A9P2NSZ0	unreviewed	323	1352		Bacteria	Bacillota
A0A9P2NYM6	unreviewed	307	1352		Bacteria	Bacillota
A0A9P2QRB0	unreviewed	334	670		Bacteria	Pseudomonadota
A0A9P2R1H8	unreviewed	331	1045010		Bacteria	Pseudomonadota
A0A9P2RQX4	unreviewed	330	992181		Bacteria	Pseudomonadota
A0A9P2RV12	unreviewed	291	992181		Bacteria	Pseudomonadota
A0A9P2RVM8	unreviewed	347	992181		Bacteria	Pseudomonadota
A0A9P2S2R6	unreviewed	339	1134823		Bacteria	Bacillota
A0A9P2S5J9	unreviewed	326	1134823		Bacteria	Bacillota
A0A9P2S747	unreviewed	331	1203547		Bacteria	Pseudomonadota
A0A9P2S989	unreviewed	338	1203547		Bacteria	Pseudomonadota
A0A9P2SBG6	unreviewed	331	1203547		Bacteria	Pseudomonadota
A0A9P2SHN5	unreviewed	331	1159081		Bacteria	Bacillota
A0A9P2SK74	unreviewed	328	1159081		Bacteria	Bacillota
A0A9P2TNV7	unreviewed	311	1244143		Bacteria	Bacillota
A0A9P2UKC6	unreviewed	323	1925021		Bacteria	Bacillota
A0A9P2UQD4	unreviewed	329	1925021		Bacteria	Bacillota
A0A9P2UXH8	unreviewed	334	1045010		Bacteria	Pseudomonadota
A0A9P2UZ36	unreviewed	352	1045010		Bacteria	Pseudomonadota
A0A9P2V1L1	unreviewed	342	1045010		Bacteria	Pseudomonadota
A0A9P2VIM5	unreviewed	334	1045010		Bacteria	Pseudomonadota
A0A9P2VKK0	unreviewed	332	1045010		Bacteria	Pseudomonadota
A0A9P2VY68	unreviewed	331	992181		Bacteria	Pseudomonadota
A0A9P2W233	unreviewed	336	992181		Bacteria	Pseudomonadota
A0A9P2W4V9	unreviewed	307	1134823		Bacteria	Bacillota
A0A9P2W6G3	unreviewed	323	1134823		Bacteria	Bacillota
A0A9P2W8S5	unreviewed	331	1203547		Bacteria	Pseudomonadota
A0A9P2W9J6	unreviewed	342	1203547		Bacteria	Pseudomonadota
A0A9P2WB30	unreviewed	334	1203547		Bacteria	Pseudomonadota
A0A9P2WBW7	unreviewed	355	1159081		Bacteria	Bacillota
A0A9P2WYV3	unreviewed	319	1244143		Bacteria	Bacillota
A0A9P3AB53	unreviewed	62	129137		Bacteria	Pseudomonadota
A0A9P3D0H2	unreviewed	321	1457158		Bacteria	Bacillota
A0A9P3D0X2	unreviewed	314	1457158		Bacteria	Bacillota
A0A9P3PAS8	unreviewed	338	244366		Bacteria	Pseudomonadota
A0A9P3PB08	unreviewed	331	244366		Bacteria	Pseudomonadota
A0A9P3QMJ2	unreviewed	318	1639		Bacteria	Bacillota
A0A9P3RMM8	unreviewed	338	1296536		Bacteria	Pseudomonadota
A0A9P3S9C4	unreviewed	331	546		Bacteria	Pseudomonadota
A0A9P3SBT5	unreviewed	342	546		Bacteria	Pseudomonadota
A0A9P3SR80	unreviewed	343	546		Bacteria	Pseudomonadota
A0A9P3T4Q4	unreviewed	331	61648		Bacteria	Pseudomonadota
A0A9P3T672	unreviewed	331	61648		Bacteria	Pseudomonadota
A0A9P3TA94	unreviewed	332	61648		Bacteria	Pseudomonadota
A0A9P3TVW6	unreviewed	339	1502		Bacteria	Bacillota
A0A9P3UDG3	unreviewed	312	244366		Bacteria	Pseudomonadota
A0A9P3VMS9	unreviewed	338	1296536		Bacteria	Pseudomonadota
A0A9P3VPR2	unreviewed	331	1296536		Bacteria	Pseudomonadota
A0A9P3W6U2	unreviewed	338	546		Bacteria	Pseudomonadota
A0A9P3WEH7	unreviewed	334	61648		Bacteria	Pseudomonadota
A0A9P3WHG8	unreviewed	338	61648		Bacteria	Pseudomonadota
A0A9P3WI83	unreviewed	338	61648		Bacteria	Pseudomonadota
A0A9P3XWV4	unreviewed	332	562		Bacteria	Pseudomonadota
A0A9P3XYC1	unreviewed	334	562		Bacteria	Pseudomonadota
A0A9P3YPJ7	unreviewed	328	1496		Bacteria	Bacillota
A0A9P3Z623	unreviewed	331	546		Bacteria	Pseudomonadota
A0A9P3ZWA8	unreviewed	340	28116		Bacteria	Bacteroidota
A0A9P4B9Z0	unreviewed	352	1680		Bacteria	Actinomycetota
A0A9P4CZM4	unreviewed	323	1352		Bacteria	Bacillota
A0A9P4DFD8	unreviewed	343	546		Bacteria	Pseudomonadota
A0A9P4DYB7	unreviewed	338	28116		Bacteria	Bacteroidota
A0A9P4EIM0	unreviewed	347	1680		Bacteria	Actinomycetota
A0A9P6XSJ3	unreviewed	124	936053		Eukaryota	Mucoromycota
A0A9Q0BXH7	unreviewed	385	2022672		Eukaryota	Streptophyta
A0A9Q1PCD0	unreviewed	341	66269		Bacteria	Pseudomonadota
A0A9Q1PDY6	unreviewed	329	66269		Bacteria	Pseudomonadota
A0A9Q1PGN6	unreviewed	331	66269		Bacteria	Pseudomonadota
A0A9Q1PLS5	unreviewed	334	1288793		Bacteria	Pseudomonadota
A0A9Q1PTU9	unreviewed	335	1288793		Bacteria	Pseudomonadota
A0A9Q1SGY2	unreviewed	340	66269		Bacteria	Pseudomonadota
A0A9Q1UWL0	unreviewed	339	1491		Bacteria	Bacillota
A0A9Q1W006	unreviewed	323	1428		Bacteria	Bacillota
A0A9Q1XKG6	unreviewed	339	716918		Bacteria	Pseudomonadota
A0A9Q1XNK2	unreviewed	331	716918		Bacteria	Pseudomonadota
A0A9Q1XNQ4	unreviewed	330	716918		Bacteria	Pseudomonadota
A0A9Q2B6X0	unreviewed	342	1296536		Bacteria	Pseudomonadota
A0A9Q2B7C1	unreviewed	336	1296536		Bacteria	Pseudomonadota
A0A9Q2DGS5	unreviewed	334	2758579		Bacteria	Pseudomonadota
A0A9Q2DK67	unreviewed	331	2758579		Bacteria	Pseudomonadota
A0A9Q2DR37	unreviewed	340	2758579		Bacteria	Pseudomonadota
A0A9Q2DTG5	unreviewed	331	2769345		Bacteria	Pseudomonadota
A0A9Q2DYC7	unreviewed	334	2769345		Bacteria	Pseudomonadota
A0A9Q2DYE0	unreviewed	332	2769345		Bacteria	Pseudomonadota
A0A9Q2E7X4	unreviewed	335	2779605		Bacteria	Pseudomonadota
A0A9Q2E836	unreviewed	335	2779605		Bacteria	Pseudomonadota
A0A9Q2EC71	unreviewed	331	2779605		Bacteria	Pseudomonadota
A0A9Q2EF27	unreviewed	342	2779588		Bacteria	Pseudomonadota
A0A9Q2EG10	unreviewed	331	2779588		Bacteria	Pseudomonadota
A0A9Q2EGN2	unreviewed	342	2779605		Bacteria	Pseudomonadota
A0A9Q2EIS2	unreviewed	338	2779605		Bacteria	Pseudomonadota
A0A9Q2ENP3	unreviewed	335	2779588		Bacteria	Pseudomonadota
A0A9Q2EPT8	unreviewed	334	2774015		Bacteria	Pseudomonadota
A0A9Q2GK39	unreviewed	343	1296536		Bacteria	Pseudomonadota
A0A9Q2HE54	unreviewed	354	358		Bacteria	Pseudomonadota
A0A9Q2HER9	unreviewed	251	358		Bacteria	Pseudomonadota
A0A9Q2HNL6	unreviewed	331	2758579		Bacteria	Pseudomonadota
A0A9Q2HNZ0	unreviewed	338	2758579		Bacteria	Pseudomonadota
A0A9Q2HQU2	unreviewed	331	2758579		Bacteria	Pseudomonadota
A0A9Q2HRI0	unreviewed	342	2758579		Bacteria	Pseudomonadota
A0A9Q2HZN5	unreviewed	338	2769345		Bacteria	Pseudomonadota
A0A9Q2I0G4	unreviewed	342	2769345		Bacteria	Pseudomonadota
A0A9Q2I3A5	unreviewed	338	2779605		Bacteria	Pseudomonadota
A0A9Q2I3C1	unreviewed	331	2779605		Bacteria	Pseudomonadota
A0A9Q2I7J5	unreviewed	331	2779588		Bacteria	Pseudomonadota
A0A9Q2I983	unreviewed	338	2779588		Bacteria	Pseudomonadota
A0A9Q2IAJ8	unreviewed	334	2774015		Bacteria	Pseudomonadota
A0A9Q2IB87	unreviewed	331	2774015		Bacteria	Pseudomonadota
A0A9Q2ICF8	unreviewed	335	2779588		Bacteria	Pseudomonadota
A0A9Q2IDY2	unreviewed	338	2779588		Bacteria	Pseudomonadota
A0A9Q2JBR8	unreviewed	351	1720349		Bacteria	Actinomycetota
A0A9Q2K280	unreviewed	349	2750963		Bacteria	Pseudomonadota
A0A9Q2K3A2	unreviewed	334	2750963		Bacteria	Pseudomonadota
A0A9Q2KJK3	unreviewed	338	1702170		Bacteria	Pseudomonadota
A0A9Q2KKS3	unreviewed	342	1702170		Bacteria	Pseudomonadota
A0A9Q2KM34	unreviewed	332	1702170		Bacteria	Pseudomonadota
A0A9Q2KTB8	unreviewed	334	1702170		Bacteria	Pseudomonadota
A0A9Q2LIJ0	unreviewed	311	260554		Bacteria	Bacillota
A0A9Q2ME04	unreviewed	341	2807551		Bacteria	Pseudomonadota
A0A9Q2NS12	unreviewed	343	1402135		Bacteria	Pseudomonadota
A0A9Q2NZL5	unreviewed	340	505252		Bacteria	Pseudomonadota
A0A9Q2Q3B9	unreviewed	722	2750963		Bacteria	Pseudomonadota
A0A9Q2QCE8	unreviewed	331	1702170		Bacteria	Pseudomonadota
A0A9Q2QTB0	unreviewed	327	46224		Bacteria	Bacillota
A0A9Q2RH56	unreviewed	345	83219		Bacteria	Pseudomonadota
A0A9Q2S5Y0	unreviewed	332	505252		Bacteria	Pseudomonadota
A0A9Q2WA91	unreviewed	338	1812934		Bacteria	Pseudomonadota
A0A9Q2WBK6	unreviewed	334	1812934		Bacteria	Pseudomonadota
A0A9Q2WCZ9	unreviewed	338	1812934		Bacteria	Pseudomonadota
A0A9Q2WG40	unreviewed	336	1812934		Bacteria	Pseudomonadota
A0A9Q2WS75	unreviewed	335	1473		Bacteria	Bacillota
A0A9Q2X3N9	unreviewed	361	1685		Bacteria	Actinomycetota
A0A9Q2X5Z0	unreviewed	350	1685		Bacteria	Actinomycetota
A0A9Q2XI96	unreviewed	331	2854028		Bacteria	Pseudomonadota
A0A9Q2XMG6	unreviewed	332	2854028		Bacteria	Pseudomonadota
A0A9Q2XN10	unreviewed	340	2854028		Bacteria	Pseudomonadota
A0A9Q2ZP65	unreviewed	342	1812934		Bacteria	Pseudomonadota
A0A9Q2ZSU6	unreviewed	331	1812934		Bacteria	Pseudomonadota
A0A9Q3A293	unreviewed	316	1473		Bacteria	Bacillota
A0A9Q3LK31	unreviewed	312	1390		Bacteria	Bacillota
A0A9Q3LL45	unreviewed	346	329		Bacteria	Pseudomonadota
A0A9Q3LQN7	unreviewed	349	329		Bacteria	Pseudomonadota
A0A9Q3LVE3	unreviewed	343	2109904		Bacteria	Pseudomonadota
A0A9Q3LW47	unreviewed	342	2109904		Bacteria	Pseudomonadota
A0A9Q3LWN0	unreviewed	340	2109904		Bacteria	Pseudomonadota
A0A9Q3LYX4	unreviewed	331	2109904		Bacteria	Pseudomonadota
A0A9Q3LZ15	unreviewed	330	2109904		Bacteria	Pseudomonadota
A0A9Q3M1A9	unreviewed	338	2109904		Bacteria	Pseudomonadota
A0A9Q3M399	unreviewed	331	2109904		Bacteria	Pseudomonadota
A0A9Q3M6H0	unreviewed	360	2109904		Bacteria	Pseudomonadota
A0A9Q3M8W0	unreviewed	347	1138194		Bacteria	Pseudomonadota
A0A9Q3M9M5	unreviewed	334	1138194		Bacteria	Pseudomonadota
A0A9Q3MC44	unreviewed	354	1138194		Bacteria	Pseudomonadota
A0A9Q3MJ37	unreviewed	329	587		Bacteria	Pseudomonadota
A0A9Q3MYQ2	unreviewed	345	1076926		Bacteria	Pseudomonadota
A0A9Q3N674	unreviewed	335	1076926		Bacteria	Pseudomonadota
A0A9Q3N7S0	unreviewed	336	1828		Bacteria	Actinomycetota
A0A9Q3NCE2	unreviewed	345	1828		Bacteria	Actinomycetota
A0A9Q3NLK3	unreviewed	368	384		Bacteria	Pseudomonadota
A0A9Q3NNB9	unreviewed	344	384		Bacteria	Pseudomonadota
A0A9Q3NNT0	unreviewed	335	384		Bacteria	Pseudomonadota
A0A9Q3NUS6	unreviewed	334	384		Bacteria	Pseudomonadota
A0A9Q3QIJ8	unreviewed	321	1390		Bacteria	Bacillota
A0A9Q3QS32	unreviewed	331	2109904		Bacteria	Pseudomonadota
A0A9Q3QTJ5	unreviewed	334	2109904		Bacteria	Pseudomonadota
A0A9Q3QZ52	unreviewed	332	1138194		Bacteria	Pseudomonadota
A0A9Q3R1B9	unreviewed	331	587		Bacteria	Pseudomonadota
A0A9Q3R3A7	unreviewed	342	587		Bacteria	Pseudomonadota
A0A9Q3RMD8	unreviewed	339	384		Bacteria	Pseudomonadota
A0A9Q3RPN4	unreviewed	356	384		Bacteria	Pseudomonadota
A0A9Q3SRJ2	unreviewed	362	2739467		Bacteria	Actinomycetota
A0A9Q3SZ28	unreviewed	320	1607839		Bacteria	Bacillota
A0A9Q3T2W5	unreviewed	335	1607839		Bacteria	Bacillota
A0A9Q3UTZ5	unreviewed	342	2893752		Bacteria	Bacteroidota
A0A9Q3V453	unreviewed	351	36828		Bacteria	Bacillota
A0A9Q3VDC9	unreviewed	351	1573940		Bacteria	Bacillota
A0A9Q3VXL4	unreviewed	319	2110		Bacteria	Mycoplasmatota
A0A9Q3WY65	unreviewed	331	317		Bacteria	Pseudomonadota
A0A9Q3X192	unreviewed	353	317		Bacteria	Pseudomonadota
A0A9Q3XQ30	unreviewed	336	2739467		Bacteria	Actinomycetota
A0A9Q3XS11	unreviewed	352	2739467		Bacteria	Actinomycetota
A0A9Q3XTS6	unreviewed	320	115778		Bacteria	Bacillota
A0A9Q3XX61	unreviewed	327	1607839		Bacteria	Bacillota
A0A9Q3YX29	unreviewed	342	2898076		Bacteria	Bacteroidota
A0A9Q3ZYH6	unreviewed	339	317		Bacteria	Pseudomonadota
A0A9Q4A5C7	unreviewed	331	317		Bacteria	Pseudomonadota
A0A9Q4A718	unreviewed	339	317		Bacteria	Pseudomonadota
A0A9Q4BPB6	unreviewed	341	2053306		Bacteria	Ignavibacteriota
A0A9Q4CMI1	unreviewed	342	582		Bacteria	Pseudomonadota
A0A9Q4CMW1	unreviewed	336	582		Bacteria	Pseudomonadota
A0A9Q4CRK7	unreviewed	342	582		Bacteria	Pseudomonadota
A0A9Q4CRV9	unreviewed	332	582		Bacteria	Pseudomonadota
